chanel,time,question,answer,intent,confidence
,2020-08-13 10:40:41.698068,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 10:40:59.165241,Meeyland có những sản phẩm gì,,faq,0.9999995231628418
,2020-08-13 10:40:59.169892,,"•Tính năng bản đồ: Bản đồ được tích hợp với meeyland.com ngoài việc tìm kiếm chính xác vị trí Bất động sản, khách hàng còn có thể xem thêm về tình trạng pháp lý của Bất động sản như tình trạng quy hoạch. Ngoài ra, khách hàng có thể xem được giá rao bán của các Bất động sản xung quanh vị trí của Bất động sản đang xem để tiện so sánh. 
 •Tính năng chat trực tuyến: Ngoài việc liên hệ với người đăng tin qua các cách truyền thống như gọi điện, email, người xem có thể liên hệ với người đăng tin bằng cách sử dụng ứng dụng chat trực tuyến với người đăng tin thông qua website meeyland.com hoặc qua ứng dụng Apps chat của Meey Land trên điện thoại di động.
 •Tính năng định giá Bất động sản: Ngoài giá rao bán của người đăng tin, Meey Land cung cấp cho người xem giá do Meey Land đề xuất. Giá này được nhóm phân tích giá của Meey Land tổng hợp thông qua giá thị trường, và phân tích đưa ra giá chính xác của Bất động sản để người xem tham khảo.",,
,2020-08-13 10:41:12.673826,có trụ sở ở đâu,,faq,0.9332483410835266
,2020-08-13 10:41:12.677584,,"Trụ sở chính của Meey Land tại Hà Nội: Toà nhà 97-99 Láng Hạ, Đống Đa, Hà Nội.",,
,2020-08-13 10:41:34.687384,Cảm ơn,,thank,0.9969760775566101
,2020-08-13 10:41:34.691070,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 10:41:41.589868,Bạn là nam hay nữ,,chitchat,0.9999867081642151
,2020-08-13 10:41:41.594257,,Giới tính bí mật ạ :),,
,2020-08-13 10:41:45.935210,hi,,greet,0.999026894569397
,2020-08-13 10:41:45.938735,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 10:44:31.203901,làm sao để tôi đăng ký meeyland,,how_register_account,0.9950169324874878
,2020-08-13 10:44:31.208804,,"Để đăng ký tài khoản tại MeeyLand, bạn truy cập [https://meeyid.com/register](https://meeyid.com/register) và thực hiện đăng ký tài khoản theo các nội dung yêu cầu.",,
,2020-08-13 10:44:57.631149,bản đồ của meeyland,,faq,0.9992881417274475
,2020-08-13 10:44:57.634789,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 10:45:21.903455,nạp tiền như thế nào,,how_transfer_money_to_account,0.9996172785758972
,2020-08-13 10:45:21.908074,,"Tại meeyland.com, bạn có thể nạp tiền bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 10:45:50.539370,Hướng dẫn tôi nạp tiền,,faq,0.3393779397010803
,2020-08-13 10:45:50.543450,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:46:06.220748,Hướng dẫn tôi nạp tiền vào tài khoản,,money_security,0.655937135219574
,2020-08-13 10:46:06.226585,," Is meey: Website Meey Land được Sở Kế hoạch và Đầu tư Thành Phố Hà Nội cấp phép hoạt động vào năm 2019. Meey Land đề cao tính an toàn và bảo mật cho người dùng, ngoài mật khẩu thông thường, chúng tôi còn có tính năng bảo vệ 2 lớp cho tài khoản MeeyID của bạn, nên bạn hoàn toàn yên tâm về số tiền đã nạp vào Meey Land. 
Is VN Pay: VNPAY là “CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM”, đây là tổ chức được cho phép thành lập hợp pháp bới ngân hàng nhà nước Việt Nam, VNPAY đề cao tính bảo mật và an toàn cho khách hàng. Ngoài ra, để trở thành đối tác của VNPAY, chúng tôi đã qua quá trình kiểm tra chặt chẽ và đảm bảo các yêu cầu sau:
- Cung cấp hàng hóa, dịch vụ hợp pháp tại Việt Nam;
- Có giấy phép đăng ký kinh doanh và được cấp phép hợp pháp.

Is other: - Hiện tại, nhà nước đang đề cao việc thanh toán không dùng tiền mặt, và các hình thức thanh toán trên đều được bảo vệ bởi các tổ chức tài chính lớn, có sự bảo hộ của ngân hàng nhà nước, đo đó việc đảm bảo an toàn là gần như tuyệt đối. 
- Meey Land đã được cấp phép và ký hợp đồng với các tổ chức trên mới được sử dụng làm phương tiện thanh toán cho khách hàng, các thông tin của khách hàng được đảm bảo tuyệt đối không lộ ra ngoài bằng bất cứ hình thức nào.
- Tuy nhiên, Khách hàng nên lưu ý về cách bảo mật an toàn thông tin tài khoản theo khuyến cáo của ngân hàng, và chúng tôi không chịu trách nhiệm trong trường hợp thông tin của Khách hàng bị lộ do khách hàng cung cấp cho đối tượng nào khác ngoài Meey Land.",,
,2020-08-13 10:46:31.959233,ok,,affirm,0.46959033608436584
,2020-08-13 10:46:31.963526,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 10:46:36.071806,k ạ,,affirm,0.5741041898727417
,2020-08-13 10:46:36.076008,,Vâng ạ,,
,2020-08-13 10:46:36.079786,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 10:46:42.056721,yes,,affirm,0.994204044342041
,2020-08-13 10:46:42.062214,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 10:46:48.381305,k,,user_show_agreement,0.2984775900840759
,2020-08-13 10:46:48.385693,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:51:08.745526,bạn có người yêu chưa,,chitchat,0.8965815305709839
,2020-08-13 10:51:08.753422,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:51:18.265601,bạn đi cafe k,,out_of_scope,0.4013482630252838
,2020-08-13 10:51:18.270179,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:51:21.438234,kk,,user_show_agreement,0.39729851484298706
,2020-08-13 10:51:21.442909,,Vâng ạ,,
,2020-08-13 10:51:34.698133,bạn bao nhiêu tuổi,,chitchat,0.9999163746833801
,2020-08-13 10:51:34.704116,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 10:57:14.674203,làm sao để  để tôi có tiền,,how_transfer_money_to_account,0.4424836039543152
,2020-08-13 10:57:14.683271,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:57:22.727674,Bạn có tiền k,,chitchat,0.9978092908859253
,2020-08-13 10:57:22.732988,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:57:41.157397,nói chuyện vui đi,,chitchat,0.9999963045120239
,2020-08-13 10:57:41.162458,,Mình không vui tính lắm đâu ạ!,,
,2020-08-13 10:58:00.123659,tớ có ít tiền muốn góp thì phải làm sao,,out_of_scope,0.9286167025566101
,2020-08-13 10:58:00.129364,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
Tester,2020-08-13 10:42:46.174530,,,,
,2020-08-13 10:42:46.192312,Xin chào,,greet,0.9979298710823059
,2020-08-13 10:42:46.197988,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-13 10:43:05.369834,Mình cần được hỗ trợ,,how_transfer_money_to_account,0.3407418727874756
,2020-08-13 10:43:05.374015,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:43:51.402792,Trời mưa ăn món j phù hợp?mình k ăn đc thịt chó đâu🐶🐶🐶,,chitchat,0.9983142614364624
,2020-08-13 10:43:51.405904,,"Mình xin lỗi, không thể giới thiệu địa điểm nào cho bạn được. Mình toàn tự nấu thôi ạ!",,
,2020-08-13 10:44:33.784713,Thế b nấu món j hôm nay?,,out_of_scope,0.9751893281936646
,2020-08-13 10:44:33.788431,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:44:47.274533,Cho mình thực đơn đi.cảm ơn,,post_video_complaint,0.2440083622932434
,2020-08-13 10:44:47.283763,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:45:10.204638,Chán nhở,,react_negative,0.9597523212432861
,2020-08-13 10:45:10.212410,,😢,,
,2020-08-13 10:45:54.262311,🤔🤔🤔,,how_download_or_view_st,0.496086984872818
,2020-08-13 10:45:54.266915,,"Để tải Ứng dụng MeeyLand, truy cập vào link dưới đây nếu:
• [Phiên bản cho thiết bị IOS](https://apps.apple.com/vn/app/id1520155172) như Apple
• [Phiên bản cho thiết bị Android](https://play.google.com/store/apps/details?id=com.meeyland.app) như Samsung, LG, Oppo,...",,
,2020-08-13 10:46:06.520787,Ok b,,affirm,0.7559620141983032
,2020-08-13 10:46:06.525802,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 10:46:10.340643,Cảm ơn,,thank,0.9969760775566101
,2020-08-13 10:46:10.344192,,Rất vui khi được phục vụ bạn :),,
Tester,2020-08-13 10:43:33.783335,,,,
,2020-08-13 10:43:33.794832,"Chào b,b ăn cơm chưa?",,chitchat,0.46712082624435425
,2020-08-13 10:43:33.797715,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:44:01.407162,Bạn chưa ăn à,,chitchat,0.9863862991333008
,2020-08-13 10:44:01.409929,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:44:26.124669,Vậy việc của meybot là gì,,chitchat,0.984586775302887
,2020-08-13 10:44:26.130074,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,...",,
,2020-08-13 10:45:14.069815,Cho mình hỏi mình muốn thanh khoản tiền ở đâu ạ,,how_get_money_transfering_receipt,0.4152838885784149
,2020-08-13 10:45:14.072930,,"Bạn vui lòng truy cập lịch sử giao dịch trong tài khoản Internet Banking của ngân hàng chuyển tiền, xem chi tiết giao dịch, chụp lại màn hình có đầy đủ các thông tin bao gồm: Số tài khoản, Tên tài khoản, Số tiền giao dịch, Nội dung chuyển tiền. Hình ảnh này có giá trị tương đương với Uỷ nhiệm chi/Biên lai chuyển tiền. ",,
,2020-08-13 10:45:34.628944,Mình muốn thanh khoản,,money_security,0.42516303062438965
,2020-08-13 10:45:34.632509,," Is meey: Website Meey Land được Sở Kế hoạch và Đầu tư Thành Phố Hà Nội cấp phép hoạt động vào năm 2019. Meey Land đề cao tính an toàn và bảo mật cho người dùng, ngoài mật khẩu thông thường, chúng tôi còn có tính năng bảo vệ 2 lớp cho tài khoản MeeyID của bạn, nên bạn hoàn toàn yên tâm về số tiền đã nạp vào Meey Land. 
Is VN Pay: VNPAY là “CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM”, đây là tổ chức được cho phép thành lập hợp pháp bới ngân hàng nhà nước Việt Nam, VNPAY đề cao tính bảo mật và an toàn cho khách hàng. Ngoài ra, để trở thành đối tác của VNPAY, chúng tôi đã qua quá trình kiểm tra chặt chẽ và đảm bảo các yêu cầu sau:
- Cung cấp hàng hóa, dịch vụ hợp pháp tại Việt Nam;
- Có giấy phép đăng ký kinh doanh và được cấp phép hợp pháp.

Is other: - Hiện tại, nhà nước đang đề cao việc thanh toán không dùng tiền mặt, và các hình thức thanh toán trên đều được bảo vệ bởi các tổ chức tài chính lớn, có sự bảo hộ của ngân hàng nhà nước, đo đó việc đảm bảo an toàn là gần như tuyệt đối. 
- Meey Land đã được cấp phép và ký hợp đồng với các tổ chức trên mới được sử dụng làm phương tiện thanh toán cho khách hàng, các thông tin của khách hàng được đảm bảo tuyệt đối không lộ ra ngoài bằng bất cứ hình thức nào.
- Tuy nhiên, Khách hàng nên lưu ý về cách bảo mật an toàn thông tin tài khoản theo khuyến cáo của ngân hàng, và chúng tôi không chịu trách nhiệm trong trường hợp thông tin của Khách hàng bị lộ do khách hàng cung cấp cho đối tượng nào khác ngoài Meey Land.",,
,2020-08-13 10:46:17.051815,Cho mình xin thông tin về ceo,,faq,0.9277222156524658
,2020-08-13 10:46:17.057867,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:46:53.385444,B mấy tuổi rồi,,chitchat,0.9999995231628418
,2020-08-13 10:46:53.393832,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 10:47:12.018381,Bạn biết gì về meeyland,,chitchat,0.9989070892333984
,2020-08-13 10:47:12.021799,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,...",,
,2020-08-13 10:47:29.409526,Bạn có thể nghe điện thoại không,,channel_app,0.8745666146278381
,2020-08-13 10:47:29.415177,,"Hiện tại Meeyland có ứng dụng Meey Land được thiết kế phù hợp với tất cả các dòng điện thoại thông minh (Smartphone) sử dụng hệ điều hành iOS và Android, đăng tải thông tin mua bán Bất động sản, cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…",,
,2020-08-13 10:47:51.730717,Mình cần hỗ trợ trực tiếp,,how_contact_to_post_owner,0.9555599689483643
,2020-08-13 10:47:51.736285,," - Anh/ chị có thể liên hệ với người đăng tin bằng cách liên hệ qua Email/Số điện thoại/Thông tin khác do người đăng tin cung cấp trong bài đăng.
 - Hoặc chat trực tuyến với người đăng tin ngay tại ứng dụng Chat của Meey Land được tích hợp với website meeyland.com. Anh chị chỉ chat được với người đăng tin nếu anh chị và người đăng tin đều đăng ký tài khoản tại meeyland (không phải khách vãng lai).",,
,2020-08-13 10:48:15.603009,Bạn không giúp được mình hả,,chitchat,0.5430046319961548
,2020-08-13 10:48:15.608359,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,...",,
,2020-08-13 10:49:17.838160,Bạn có bao nhiêu tiền,,chitchat,0.9999740719795227
,2020-08-13 10:49:17.842140,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
,2020-08-13 10:49:45.852645,Khi nào tôi có người yêu,,chitchat,0.9999702572822571
,2020-08-13 10:49:45.856891,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
,2020-08-13 10:50:00.849905,Khi nào tôi có tiền,,chitchat,0.9992352724075317
,2020-08-13 10:50:00.854855,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
,2020-08-13 10:50:25.559367,Có cách nào giúp tôi có tiền không,,channel_app,0.3766140937805176
,2020-08-13 10:50:25.563730,,"Hiện tại Meeyland có ứng dụng Meey Land được thiết kế phù hợp với tất cả các dòng điện thoại thông minh (Smartphone) sử dụng hệ điều hành iOS và Android, đăng tải thông tin mua bán Bất động sản, cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…",,
,2020-08-13 10:57:22.550466,Tôi muốn có tiền,,chitchat,0.3816864490509033
,2020-08-13 10:57:22.554829,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:57:36.571059,Khi nào tôi nhận tiền,,chitchat,0.9146610498428345
,2020-08-13 10:57:36.578249,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
Tester,2020-08-13 10:45:34.472022,,,,
,2020-08-13 10:45:34.483703,Mình muốn tư vấn,,request_explain_more,0.9999127388000488
,2020-08-13 10:45:34.486753,,"Xin lỗi, bot chỉ hỗ trợ bạn được như vậy thôi ạ!",,
,2020-08-13 10:45:34.489418,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 10:46:32.101754,Có chương trình khuyến mãi gì ko ạ,,faq,0.9999963641166687
,2020-08-13 10:46:32.104674,,"Chính sách khuyến mại của MeeyLand phụ thuộc tùy từng thời kỳ, bạn có thể xem các chương trình khuyến mại tại mục tin tức hoặc liên hệ trực tiếp với nhân viên kinh doanh/nhân viên chăm sóc khách hàng của MeeyLand.
Hiện tại MeeyLand có chính sách khuyến mãi khi [mua gói tin](https://meeyland.com/page/bao-gia).",,
,2020-08-13 10:46:58.716805,Ồ,,affirm,0.643410325050354
,2020-08-13 10:46:58.721542,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 10:47:14.558386,Bot là nam hay nữ,,chitchat,0.9999991059303284
,2020-08-13 10:47:14.562483,,Giới tính bí mật ạ :),,
,2020-08-13 10:47:30.406164,Bot có người yêu chưa,,chitchat,0.9813615679740906
,2020-08-13 10:47:30.409408,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:48:21.112162,Yêu em không,,react_positive,0.47092652320861816
,2020-08-13 10:48:21.115815,,👏,,
,2020-08-13 10:48:41.706583,Mình cưới nhau đi,,out_of_scope,0.9874536991119385
,2020-08-13 10:48:41.712454,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:49:18.251749,Ko đùa nữa nà,,next_step,0.9164230823516846
,2020-08-13 10:49:18.255471,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)

Bước 2: Nhập thông tin Bất động sản

Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))

Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))

Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.

Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 10:49:30.690767,Đăng tin thế nào ạ,,how_create_new_post,0.9985504150390625
,2020-08-13 10:49:30.695273,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)

Bước 2: Nhập thông tin Bất động sản

Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))

Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))

Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.

Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 10:50:58.071400,Meeyland thành lập khi nào,,faq,0.9978245496749878
,2020-08-13 10:50:58.077078,,"Meey Land định hướng sẽ là một tập đoàn phát triển toàn cầu theo mô hình nhân bản và nhượng quyền thương hiệu. Bằng việc dẫn đầu thị trường và tạo ra sự khác biệt trong việc ứng dụng công nghệ vào lĩnh vực Bất động sản, Meey Land sẽ trở thành thủ lĩnh dẫn đầu trong lĩnh vực này trong thời gian rất ngắn.",,
,2020-08-13 10:51:59.962415,Ai là người điều hành,,chitchat,0.9995623826980591
,2020-08-13 10:51:59.968186,,Tên mình là MeeyBot :),,
,2020-08-13 10:52:19.658177,Ceo meeyland là ai,,faq,0.9999979138374329
,2020-08-13 10:52:19.662647,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 10:53:24.484004,Nạp tiền vào tài khoản meeyland thế nào,,how_transfer_money_to_account,0.9740267992019653
,2020-08-13 10:53:24.488168,,"Tại meeyland.com, bạn có thể nạp tiền bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 10:53:50.825334,MeeyViet là gì,,chitchat,0.9992086887359619
,2020-08-13 10:53:50.830331,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 10:55:23.271510,Dự án meeyland là gì,,faq,0.8907374143600464
,2020-08-13 10:55:23.275992,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.",,
,2020-08-13 10:55:58.756656,Dự án bao giờ có doanh thu,,chitchat,0.999668538570404
,2020-08-13 10:55:58.761139,,Chắc khoảng 3023 năm nữa là bạn có người yêu thôi :D,,
,2020-08-13 10:58:19.249734,MeeyLand có phải là đa cấp không,,chitchat,0.6966531276702881
,2020-08-13 10:58:19.255563,,"Hiện tại, Website chính thức của Meeyland là [https://meeyland.com](link) đăng tải thông tin mua bán Bất động sản, cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…",,
Tester,2020-08-13 10:46:39.021248,,,,
,2020-08-13 10:46:39.033690,Chào,,greet,0.9984886646270752
,2020-08-13 10:46:39.037255,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 10:47:22.183727,Mình muốn mua nhà đất ngay,,how_search_info,0.3883706033229828
,2020-08-13 10:47:22.186777,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm, hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.
• [Mua/ Bán Nhà Đất](https://meeyland.com/mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/sang-nhuong-nha-dat)",,
,2020-08-13 10:48:37.280570,Có cần làm thủ tục gì không,,chitchat,0.3800392746925354
,2020-08-13 10:48:37.286408,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 10:49:37.834650,Cách làm sao để giải quyết những vấn đề về bất động sản,,request_explain_more,0.7225544452667236
,2020-08-13 10:49:37.837858,,"Xin lỗi, bot chỉ hỗ trợ bạn được như vậy thôi ạ!",,
,2020-08-13 10:49:37.840781,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
Tester,2020-08-13 10:46:59.081738,,,,
,2020-08-13 10:46:59.095732,Ê bot,,greet,0.9962262511253357
,2020-08-13 10:46:59.099627,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 10:47:18.520591,Bot có người yêu chưa?,,chitchat,0.9813615679740906
,2020-08-13 10:47:18.524748,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:47:43.147685,Phạm vi của meeybot là gì?,,chitchat,0.6027349233627319
,2020-08-13 10:47:43.153281,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:48:07.956884,Meeybot tên gì?,,chitchat,0.9996544718742371
,2020-08-13 10:48:07.960407,,Tên mình là MeeyBot :),,
,2020-08-13 10:48:16.844338,Mình là kiên,,chitchat,0.8942716717720032
,2020-08-13 10:48:16.848850,,"Nãy bạn Na vừa hỏi mình, bạn là người thứ hai hỏi vậy đấy.",,
,2020-08-13 10:48:33.924027,Na là ai?,,chitchat,0.9999939799308777
,2020-08-13 10:48:33.927688,,Tên mình là MeeyBot :),,
,2020-08-13 10:48:53.668005,Na là nhỏ nào?,,chitchat,0.9769684672355652
,2020-08-13 10:48:53.671340,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 10:49:10.593400,Tôi muốn mua nhà,,how_search_info,0.9987282156944275
,2020-08-13 10:49:10.596736,,"Để tìm kiếm, bạn nhập từ khoá vào thanh công cụ tìm kiếm, hệ thống tự động đưa ra các kết quả tìm kiếm dựa trên từ khoá đã nhập.
• [Mua/ Bán Nhà Đất](https://meeyland.com/mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/sang-nhuong-nha-dat)",,
